INDICATOR_ID,INDICATOR_LABEL_EN
NART.3.M.WPIA,"Total net attendance rate, upper secondary, male, adjusted wealth parity index (WPIA)"
NART.3.Q1,"Total net attendance rate, upper secondary, poorest quintile, both sexes (%)"
NART.3.Q1.F,"Total net attendance rate, upper secondary, poorest quintile, female (%)"
NART.3.Q1.F.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, female, adjusted location parity index (LPIA)"
NART.3.Q1.GPIA,"Total net attendance rate, upper secondary education, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.Q1.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, adjusted location parity index (LPIA)"
NART.3.Q1.M,"Total net attendance rate, upper secondary, poorest quintile, male (%)"
NART.3.Q1.M.LPIA,"Total net attendance rate, upper secondary education, poorest quintile, male, adjusted location parity index (LPIA)"
NART.3.Q2,"Total net attendance rate, upper secondary, second quintile, both sexes (%)"
NART.3.Q2.F,"Total net attendance rate, upper secondary, second quintile, female (%)"
NART.3.Q2.F.LPIA,"Total net attendance rate, upper secondary education, second quintile, female, adjusted location parity index (LPIA)"
NART.3.Q2.GPIA,"Total net attendance rate, upper secondary education, second quintile, adjusted gender parity index (GPIA)"
NART.3.Q2.LPIA,"Total net attendance rate, upper secondary education, second quintile, adjusted location parity index (LPIA)"
NART.3.Q2.M,"Total net attendance rate, upper secondary, second quintile, male (%)"
NART.3.Q2.M.LPIA,"Total net attendance rate, upper secondary education, second quintile, male, adjusted location parity index (LPIA)"
NART.3.Q3,"Total net attendance rate, upper secondary, middle quintile, both sexes (%)"
NART.3.Q3.F,"Total net attendance rate, upper secondary, middle quintile, female (%)"
NART.3.Q3.F.LPIA,"Total net attendance rate, upper secondary education, middle quintile, female, adjusted location parity index (LPIA)"
NART.3.Q3.GPIA,"Total net attendance rate, upper secondary education, middle quintile, adjusted gender parity index (GPIA)"
NART.3.Q3.LPIA,"Total net attendance rate, upper secondary education, middle quintile, adjusted location parity index (LPIA)"
NART.3.Q3.M,"Total net attendance rate, upper secondary, middle quintile, male (%)"
NART.3.Q3.M.LPIA,"Total net attendance rate, upper secondary education, middle quintile, male, adjusted location parity index (LPIA)"
NART.3.Q4,"Total net attendance rate, upper secondary, fourth quintile, both sexes (%)"
NART.3.Q4.F,"Total net attendance rate, upper secondary, fourth quintile, female (%)"
NART.3.Q4.F.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, female, adjusted location parity index (LPIA)"
NART.3.Q4.GPIA,"Total net attendance rate, upper secondary education, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.Q4.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, adjusted location parity index (LPIA)"
NART.3.Q4.M,"Total net attendance rate, upper secondary, fourth quintile, male (%)"
NART.3.Q4.M.LPIA,"Total net attendance rate, upper secondary education, fourth quintile, male, adjusted location parity index (LPIA)"
NART.3.Q5,"Total net attendance rate, upper secondary, richest quintile, both sexes (%)"
NART.3.Q5.F,"Total net attendance rate, upper secondary, richest quintile, female (%)"
NART.3.Q5.F.LPIA,"Total net attendance rate, upper secondary education, richest quintile, female, adjusted location parity index (LPIA)"
NART.3.Q5.GPIA,"Total net attendance rate, upper secondary education, richest quintile, adjusted gender parity index (GPIA)"
NART.3.Q5.LPIA,"Total net attendance rate, upper secondary education, richest quintile, adjusted location parity index (LPIA)"
NART.3.Q5.M,"Total net attendance rate, upper secondary, richest quintile, male (%)"
NART.3.Q5.M.LPIA,"Total net attendance rate, upper secondary education, richest quintile, male, adjusted location parity index (LPIA)"
NART.3.RUR,"Total net attendance rate, upper secondary, rural, both sexes (%)"
NART.3.RUR.F,"Total net attendance rate, upper secondary, rural, female (%)"
NART.3.RUR.F.WPIA,"Total net attendance rate, upper secondary education, rural, female, adjusted wealth parity index (WPIA)"
NART.3.RUR.GPIA,"Total net attendance rate, upper secondary education, rural, adjusted gender parity index (GPIA)"
NART.3.RUR.M,"Total net attendance rate, upper secondary, rural, male  (%)"
NART.3.RUR.M.WPIA,"Total net attendance rate, upper secondary education, rural, male, adjusted wealth parity index (WPIA)"
NART.3.RUR.Q1,"Total net attendance rate, upper secondary, rural, poorest quintile, both sexes (%)"
NART.3.RUR.Q1.F,"Total net attendance rate, upper secondary, rural, poorest quintile, female (%)"
NART.3.RUR.Q1.GPIA,"Total net attendance rate, upper secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q1.M,"Total net attendance rate, upper secondary, rural, poorest quintile, male (%)"
NART.3.RUR.Q2,"Total net attendance rate, upper secondary, rural, second quintile, both sexes (%)"
NART.3.RUR.Q2.F,"Total net attendance rate, upper secondary, rural, second quintile, female (%)"
NART.3.RUR.Q2.GPIA,"Total net attendance rate, upper secondary education, rural, second quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q2.M,"Total net attendance rate, upper secondary, rural, second quintile, male (%)"
NART.3.RUR.Q3,"Total net attendance rate, upper secondary, rural, middle quintile, both sexes (%)"
NART.3.RUR.Q3.F,"Total net attendance rate, upper secondary, rural, middle quintile, female (%)"
NART.3.RUR.Q3.GPIA,"Total net attendance rate, upper secondary education, rural, middle quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q3.M,"Total net attendance rate, upper secondary, rural, middle quintile, male (%)"
NART.3.RUR.Q4,"Total net attendance rate, upper secondary, rural, fourth quintile, both sexes (%)"
NART.3.RUR.Q4.F,"Total net attendance rate, upper secondary, rural, fourth quintile, female (%)"
NART.3.RUR.Q4.GPIA,"Total net attendance rate, upper secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q4.M,"Total net attendance rate, upper secondary, rural, fourth quintile, male (%)"
NART.3.RUR.Q5,"Total net attendance rate, upper secondary, rural, richest quintile, both sexes (%)"
NART.3.RUR.Q5.F,"Total net attendance rate, upper secondary, rural, richest quintile, female (%)"
NART.3.RUR.Q5.GPIA,"Total net attendance rate, upper secondary education, rural, richest quintile, adjusted gender parity index (GPIA)"
NART.3.RUR.Q5.M,"Total net attendance rate, upper secondary, rural, richest quintile, male (%)"
NART.3.RUR.WPIA,"Total net attendance rate, upper secondary education, rural, adjusted wealth parity index (WPIA)"
NART.3.URB,"Total net attendance rate, upper secondary, urban, both sexes (%)"
NART.3.URB.F,"Total net attendance rate, upper secondary, urban, female (%)"
NART.3.URB.F.WPIA,"Total net attendance rate, upper secondary education, urban, female, adjusted wealth parity index (WPIA)"
NART.3.URB.GPIA,"Total net attendance rate, upper secondary education, urban, adjusted gender parity index (GPIA)"
NART.3.URB.M,"Total net attendance rate, upper secondary, urban, male  (%)"
NART.3.URB.M.WPIA,"Total net attendance rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)"
NART.3.URB.Q1,"Total net attendance rate, upper secondary, urban, poorest quintile, both sexes (%)"
NART.3.URB.Q1.F,"Total net attendance rate, upper secondary, urban, poorest quintile, female (%)"
NART.3.URB.Q1.GPIA,"Total net attendance rate, upper secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q1.M,"Total net attendance rate, upper secondary, urban, poorest quintile, male (%)"
NART.3.URB.Q2,"Total net attendance rate, upper secondary, urban, second quintile, both sexes (%)"
NART.3.URB.Q2.F,"Total net attendance rate, upper secondary, urban, second quintile, female (%)"
NART.3.URB.Q2.GPIA,"Total net attendance rate, upper secondary education, urban, second quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q2.M,"Total net attendance rate, upper secondary, urban, second quintile, male (%)"
NART.3.URB.Q3,"Total net attendance rate, upper secondary, urban, middle quintile, both sexes (%)"
NART.3.URB.Q3.F,"Total net attendance rate, upper secondary, urban, middle quintile, female (%)"
NART.3.URB.Q3.GPIA,"Total net attendance rate, upper secondary education, urban, middle quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q3.M,"Total net attendance rate, upper secondary, urban, middle quintile, male (%)"
NART.3.URB.Q4,"Total net attendance rate, upper secondary, urban, fourth quintile, both sexes (%)"
NART.3.URB.Q4.F,"Total net attendance rate, upper secondary, urban, fourth quintile, female (%)"
NART.3.URB.Q4.GPIA,"Total net attendance rate, upper secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q4.M,"Total net attendance rate, upper secondary, urban, fourth quintile, male (%)"
NART.3.URB.Q5,"Total net attendance rate, upper secondary, urban, richest quintile, both sexes (%)"
NART.3.URB.Q5.F,"Total net attendance rate, upper secondary, urban, richest quintile, female (%)"
NART.3.URB.Q5.GPIA,"Total net attendance rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
NART.3.URB.Q5.M,"Total net attendance rate, upper secondary, urban, richest quintile, male (%)"
NART.3.URB.WPIA,"Total net attendance rate, upper secondary education, urban, adjusted wealth parity index (WPIA)"
NART.3.WPIA,"Total net attendance rate, upper secondary, adjusted wealth parity index (WPIA)"
NERT.1.CP,"Total net enrolment rate, primary, both sexes (%)"
NERT.1.F.CP,"Total net enrolment rate, primary, female (%)"
NERT.1.GPIA,"Total net enrolment rate, primary, adjusted gender parity index (GPIA)"
NERT.1.M.CP,"Total net enrolment rate, primary, male (%)"
NERT.2.CP,"Total net enrolment rate, lower secondary, both sexes (%)"
NERT.2.F.CP,"Total net enrolment rate, lower secondary, female (%)"
NERT.2.GPIA,"Total net enrolment rate, lower secondary, adjusted gender parity index (GPIA)"
NERT.2.M.CP,"Total net enrolment rate, lower secondary, male (%)"
NERT.3.CP,"Total net enrolment rate, upper secondary, both sexes (%)"
NERT.3.F.CP,"Total net enrolment rate, upper secondary, female (%)"
NERT.3.GPIA,"Total net enrolment rate, upper secondary, adjusted gender parity index (GPIA)"
NERT.3.M.CP,"Total net enrolment rate, upper secondary, male (%)"
OE.MOD.5T8.40500,"Outbound internationally mobile tertiary students studying in North America and Western Europe, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40505,"Outbound internationally mobile tertiary students studying in Central Asia, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40510,"Total outbound internationally mobile tertiary students studying abroad, all countries, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40515,"Outbound internationally mobile tertiary students studying in East Asia and the Pacific, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40520,"Outbound internationally mobile tertiary students studying in Latin America and the Caribbean, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40525,"Outbound internationally mobile tertiary students studying in the Arab States, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40530,"Outbound internationally mobile tertiary students studying in Central and Eastern Europe, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40535,"Outbound internationally mobile tertiary students studying in South and West Asia, both sexes (UIS estimate) (number)"
OE.MOD.5T8.40540,"Outbound internationally mobile tertiary students studying in sub-Saharan Africa, both sexes (UIS estimate) (number)"
OFST.1.CP,"Out-of-school children of primary school age, both sexes (number)"
OFST.1.F.CP,"Out-of-school children of primary school age, female (number)"
OFST.1.M.CP,"Out-of-school children of primary school age, male (number)"
OFST.1T2.CP,"Out-of-school children and adolescents of primary and lower secondary school age, both sexes (number)"
OFST.1T2.F.CP,"Out-of-school children and adolescents of primary and lower secondary school age, female (number)"
OFST.1T2.M.CP,"Out-of-school children and adolescents of primary and lower secondary school age, male (number)"
OFST.1T3.CP,"Out-of-school children, adolescents and youth of primary and secondary school age, both sexes (number)"
OFST.1T3.F.CP,"Out-of-school children, adolescents and youth of primary and secondary school age, female (number)"
OFST.1T3.M.CP,"Out-of-school children, adolescents and youth of primary and secondary school age, male (number)"
OFST.2.CP,"Out-of-school adolescents of lower secondary school age, both sexes (number)"
OFST.2.F.CP,"Out-of-school adolescents of lower secondary school age, female (number)"
OFST.2.M.CP,"Out-of-school adolescents of lower secondary school age, male (number)"
OFST.2T3.CP,"Out-of-school adolescents and youth of secondary school age, both sexes (number)"
OFST.2T3.F.CP,"Out-of-school adolescents and youth of secondary school age, female (number)"
OFST.2T3.M.CP,"Out-of-school adolescents and youth of secondary school age, male (number)"
OFST.3.CP,"Out-of-school youth of upper secondary school age, both sexes (number)"
OFST.3.F.CP,"Out-of-school youth of upper secondary school age, female (number)"
OFST.3.M.CP,"Out-of-school youth of upper secondary school age, male (number)"
OFST.AGM1.CP,"Out-of-school children, one year before the official primary entry age, both sexes (number)"
OFST.AGM1.F.CP,"Out-of-school children, one year before the official primary entry age, female (number)"
OFST.AGM1.M.CP,"Out-of-school children, one year before the official primary entry age, male (number)"
PRP.0,"Percentage of enrolment in early childhood education programmes in private institutions, both sexes (%)"
PRP.01,"Percentage of enrolment in early childhood educational development programmes in private institutions, both sexes (%)"
PRP.02,"Percentage of enrolment in pre-primary education in private institutions, both sexes (%)"
PRP.1,"Percentage of enrolment in primary education in private institutions, both sexes (%)"
PRP.2,"Percentage of enrolment in lower secondary education in private institutions, both sexes (%)"
PRP.2T3,"Percentage of enrolment in secondary education in private institutions, both sexes (%)"
PRP.3,"Percentage of enrolment in upper secondary education in private institutions, both sexes (%)"
PRP.4,"Percentage of enrolment in post-secondary non-tertiary education in private institutions, both sexes (%)"
PRP.5T8,"Percentage of enrolment in tertiary education in private institutions, both sexes (%)"
REPR.1.CP,"Repetition rate in primary education (all grades), both sexes (%)"
REPR.1.F.CP,"Repetition rate in primary education (all grades), female (%)"
REPR.1.G1.CP,"Repetition rate in Grade 1 of primary education, both sexes (%)"
REPR.1.G1.F.CP,"Repetition rate in Grade 1 of primary education, female (%)"
REPR.1.G1.M.CP,"Repetition rate in Grade 1 of primary education, male (%)"
REPR.1.G2.CP,"Repetition rate in Grade 2 of primary education, both sexes (%)"
REPR.1.G2.F.CP,"Repetition rate in Grade 2 of primary education, female (%)"
REPR.1.G2.M.CP,"Repetition rate in Grade 2 of primary education, male (%)"
REPR.1.G3.CP,"Repetition rate in Grade 3 of primary education, both sexes (%)"
REPR.1.G3.F.CP,"Repetition rate in Grade 3 of primary education, female (%)"
REPR.1.G3.M.CP,"Repetition rate in Grade 3 of primary education, male (%)"
REPR.1.G4.CP,"Repetition rate in Grade 4 of primary education, both sexes (%)"
REPR.1.G4.F.CP,"Repetition rate in Grade 4 of primary education, female (%)"
REPR.1.G4.M.CP,"Repetition rate in Grade 4 of primary education, male (%)"
REPR.1.G5.CP,"Repetition rate in Grade 5 of primary education, both sexes (%)"
REPR.1.G5.F.CP,"Repetition rate in Grade 5 of primary education, female (%)"
REPR.1.G5.M.CP,"Repetition rate in Grade 5 of primary education, male (%)"
REPR.1.G6.CP,"Repetition rate in Grade 6 of primary education, both sexes (%)"
REPR.1.G6.F.CP,"Repetition rate in Grade 6 of primary education, female (%)"
REPR.1.G6.M.CP,"Repetition rate in Grade 6 of primary education, male (%)"
REPR.1.G7.CP,"Repetition rate in Grade 7 of primary education, both sexes (%)"
REPR.1.G7.F.CP,"Repetition rate in Grade 7 of primary education, female (%)"
REPR.1.G7.M.CP,"Repetition rate in Grade 7 of primary education, male (%)"
REPR.1.M.CP,"Repetition rate in primary education (all grades), male (%)"
REPR.2.CP,"Repetition rate in lower secondary general education (all grades), both sexes (%)"
REPR.2.F.CP,"Repetition rate in lower secondary general education (all grades), female (%)"
REPR.2.G1.CP,"Repetition rate in Grade 1 of lower secondary general education, both sexes (%)"
REPR.2.G1.F.CP,"Repetition rate in Grade 1 of lower secondary general education, female (%)"
REPR.2.G1.M.CP,"Repetition rate in Grade 1 of lower secondary general education, male (%)"
REPR.2.G2.CP,"Repetition rate in Grade 2 of lower secondary general education, both sexes (%)"
REPR.2.G2.F.CP,"Repetition rate in Grade 2 of lower secondary general education, female (%)"
REPR.2.G2.M.CP,"Repetition rate in Grade 2 of lower secondary general education, male (%)"
REPR.2.G3.CP,"Repetition rate in Grade 3 of lower secondary general education, both sexes (%)"
REPR.2.G3.F.CP,"Repetition rate in Grade 3 of lower secondary general education, female (%)"
REPR.2.G3.M.CP,"Repetition rate in Grade 3 of lower secondary general education, male (%)"
REPR.2.G4.CP,"Repetition rate in Grade 4 of lower secondary general education, both sexes (%)"
REPR.2.G4.F.CP,"Repetition rate in Grade 4 of lower secondary general education, female (%)"
REPR.2.G4.M.CP,"Repetition rate in Grade 4 of lower secondary general education, male (%)"
REPR.2.G5.CP,"Repetition rate in Grade 5 of lower secondary general education, both sexes (%)"
REPR.2.G5.F.CP,"Repetition rate in Grade 5 of lower secondary general education, female (%)"
REPR.2.G5.M.CP,"Repetition rate in Grade 5 of lower secondary general education, male (%)"
REPR.2.M.CP,"Repetition rate in lower secondary general education (all grades), male (%)"
SAP.0,"School age population, early childhood education, both sexes (number)"
SAP.0.F,"School age population, early childhood education, female (number)"
SAP.0.M,"School age population, early childhood education, male (number)"
SAP.01,"School age population, early childhood educational development programmes, both sexes (number)"
SAP.01.F,"School age population, early childhood educational development programmes, female (number)"
SAP.01.M,"School age population, early childhood educational development programmes, male (number)"
SAP.02,"School age population, pre-primary education, both sexes (number)"
SAP.02.F,"School age population, pre-primary education, female (number)"
SAP.02.M,"School age population, pre-primary education, male (number)"
SAP.1,"School age population, primary education, both sexes (number)"
SAP.1.AGM1,"School age population, one year before the official primary entry age, both sexes (number)"
SAP.1.AGM1.F,"School age population, one year before the official primary entry age, female (number)"
SAP.1.AGM1.M,"School age population, one year before the official primary entry age, male (number)"
SAP.1.F,"School age population, primary education, female (number)"
SAP.1.G1,"Population of the official entrance age to primary education, both sexes (number)"
SAP.1.G1.F,"Population of the official entrance age to primary education, female (number)"
SAP.1.G1.M,"Population of the official entrance age to primary education, male (number)"
SAP.1.GLAST,"School age population, last grade of primary education, both sexes (number)"
SAP.1.GLAST.F,"School age population, last grade of primary education, female (number)"
SAP.1.GLAST.M,"School age population, last grade of primary education, male (number)"
SAP.1.M,"School age population, primary education, male (number)"
SAP.2,"School age population, lower secondary education, both sexes (number)"
SAP.2.F,"School age population, lower secondary education, female (number)"
SAP.2.G1,"Population of the official entrance age to secondary general education, both sexes (number)"
SAP.2.G1.F,"Population of the official entrance age to secondary general education, female (number)"
SAP.2.G1.M,"Population of the official entrance age to secondary general education, male (number)"
SAP.2.M,"School age population, lower secondary education, male (number)"
SAP.2T3,"School age population, secondary education, both sexes (number)"
SAP.2T3.F,"School age population, secondary education, female (number)"
SAP.2T3.M,"School age population, secondary education, male (number)"
SAP.3,"School age population, upper secondary education, both sexes (number)"
SAP.3.F,"School age population, upper secondary education, female (number)"
SAP.3.M,"School age population, upper secondary education, male (number)"
SAP.4,"School age population, post-secondary non-tertiary education, both sexes (number)"
SAP.4.F,"School age population, post-secondary non-tertiary education, female (number)"
SAP.4.M,"School age population, post-secondary non-tertiary education, male (number)"
SAP.5T8,"School age population, tertiary education, both sexes (number)"
SAP.5T8.F,"School age population, tertiary education, female (number)"
SAP.5T8.M,"School age population, tertiary education, male (number)"
SAP.CE,"Population of compulsory school age, both sexes (number)"
SAP.CE.F,"Population of compulsory school age, female (number)"
SAP.CE.M,"Population of compulsory school age, male (number)"
SLE.02,"School life expectancy, pre-primary, both sexes (years)"
SLE.02.F,"School life expectancy, pre-primary, female (years)"
SLE.02.GPIA,"School life expectancy, pre-primary, adjusted gender parity index (GPIA)"
SLE.02.M,"School life expectancy, pre-primary, male (years)"
SLE.1,"School life expectancy, primary, both sexes (years)"
SLE.1.F,"School life expectancy, primary, female (years)"
SLE.1.GPIA,"School life expectancy, primary, adjusted gender parity index (GPIA)"
SLE.1.M,"School life expectancy, primary, male (years)"
SLE.1T2,"School life expectancy, primary and lower secondary, both sexes (years)"
SLE.1T2.F,"School life expectancy, primary and lower secondary, female (years)"
SLE.1T2.GPIA,"School life expectancy, primary and lower secondary, adjusted gender parity index (GPIA)"
SLE.1T2.M,"School life expectancy, primary and lower secondary, male (years)"
SLE.1T3,"School life expectancy, primary and secondary, both sexes (years)"
SLE.1T3.F,"School life expectancy, primary and secondary, female (years)"
SLE.1T3.GPIA,"School life expectancy, primary and secondary, adjusted gender parity index (GPIA)"
SLE.1T3.M,"School life expectancy, primary and secondary, male (years)"
SLE.1T8,"School life expectancy, primary to tertiary, both sexes (years)"
SLE.1T8.F,"School life expectancy, primary to tertiary, female (years)"
SLE.1T8.GPIA,"School life expectancy, primary to tertiary, adjusted gender parity index (GPIA)"
SLE.1T8.M,"School life expectancy, primary to tertiary, male (years)"
SLE.2T3,"School life expectancy, secondary, both sexes (years)"
SLE.2T3.F,"School life expectancy, secondary, female (years)"
SLE.2T3.GPIA,"School life expectancy, secondary, adjusted gender parity index (GPIA)"
SLE.2T3.M,"School life expectancy, secondary, male (years)"
SLE.4,"School life expectancy, post-secondary non-tertiary, both sexes (years)"
SLE.4.F,"School life expectancy, post-secondary non-tertiary, female (years)"
SLE.4.GPIA,"School life expectancy, post-secondary non-tertiary, adjusted gender parity index (GPIA)"
SLE.4.M,"School life expectancy, post-secondary non-tertiary, male (years)"
SLE.5T8,"School life expectancy, tertiary, both sexes (years)"
SLE.5T8.F,"School life expectancy, tertiary, female (years)"
SLE.5T8.GPIA,"School life expectancy, tertiary, adjusted gender parity index (GPIA)"
SLE.5T8.M,"School life expectancy, tertiary, male (years)"
SR.1.G4.CP,"Survival rate to Grade 4 of primary education, both sexes (%)"
SR.1.G4.F.CP,"Survival rate to Grade 4 of primary education, female (%)"
SR.1.G4.GPIA,"Survival rate to Grade 4 of primary education, adjusted gender parity index (GPIA)"
SR.1.G4.M.CP,"Survival rate to Grade 4 of primary education, male (%)"
SR.1.G5.CP,"Survival rate to Grade 5 of primary education, both sexes (%)"
SR.1.G5.F.CP,"Survival rate to Grade 5 of primary education, female (%)"
SR.1.G5.GPIA,"Survival rate to Grade 5 of primary education, adjusted gender parity index (GPIA)"
SR.1.G5.M.CP,"Survival rate to Grade 5 of primary education, male (%)"
SR.1.GLAST.CP,"Survival rate to the last grade of primary education, both sexes (%)"
SR.1.GLAST.F.CP,"Survival rate to the last grade of primary education, female (%)"
SR.1.GLAST.GPIA,"Survival rate to the last grade of primary education,adjusted gender parity index (GPIA)"
SR.1.GLAST.M.CP,"Survival rate to the last grade of primary education, male (%)"
THDUR.2T3,"Theoretical duration of secondary education (years)"
X.PPP.02.FSGOV,"Government expenditure on pre-primary education, PPP$ (millions)"
X.PPP.1.FSGOV,"Government expenditure on primary education, PPP$ (millions)"
X.PPP.2.FSGOV,"Government expenditure on lower secondary education, PPP$ (millions)"
X.PPP.2T3.FSGOV,"Government expenditure on secondary education, PPP$ (millions)"
X.PPP.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, PPP$ (millions)"
X.PPP.3.FSGOV,"Government expenditure on upper secondary education, PPP$ (millions)"
X.PPP.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, PPP$ (millions)"
X.PPP.5T8.FSGOV,"Government expenditure on tertiary education, PPP$ (millions)"
X.PPP.FSGOV,"Government expenditure on education, PPP$ (millions)"
X.PPP.UK.FSGOV,"Government expenditure on education not specified by level, PPP$ (millions)"
X.PPPCONST.02.FSGOV,"Government expenditure on pre-primary education, constant PPP$ (millions)"
X.PPPCONST.1.FSGOV,"Government expenditure on primary education, constant PPP$ (millions)"
X.PPPCONST.2.FSGOV,"Government expenditure on lower secondary education, constant PPP$ (millions)"
X.PPPCONST.2T3.FSGOV,"Government expenditure on secondary education, constant PPP$ (millions)"
X.PPPCONST.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant PPP$ (millions)"
X.PPPCONST.3.FSGOV,"Government expenditure on upper secondary education, constant PPP$ (millions)"
X.PPPCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)"
X.PPPCONST.5T8.FSGOV,"Government expenditure on tertiary education, constant PPP$ (millions)"
X.PPPCONST.FSGOV,"Government expenditure on education, constant PPP$ (millions)"
X.PPPCONST.UK.FSGOV,"Government expenditure on education not specified by level, constant PPP$ (millions)"
X.US.02.FSGOV,"Government expenditure on pre-primary education, US$ (millions)"
X.US.1.FSGOV,"Government expenditure on primary education, US$ (millions)"
X.US.2.FSGOV,"Government expenditure on lower secondary education, US$ (millions)"
X.US.2T3.FSGOV,"Government expenditure on secondary education, US$ (millions)"
X.US.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, US$ (millions)"
X.US.3.FSGOV,"Government expenditure on upper secondary education, US$ (millions)"
X.US.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, US$ (millions)"
X.US.5T8.FSGOV,"Government expenditure on tertiary education, US$ (millions)"
X.US.FSGOV,"Government expenditure on education, US$ (millions)"
X.US.UK.FSGOV,"Government expenditure on education not specified by level, US$ (millions)"
X.USCONST.02.FSGOV,"Government expenditure on pre-primary education, constant US$ (millions)"
X.USCONST.1.FSGOV,"Government expenditure on primary education, constant US$ (millions)"
X.USCONST.2.FSGOV,"Government expenditure on lower secondary education, constant US$ (millions)"
X.USCONST.2T3.FSGOV,"Government expenditure on secondary education, constant US$ (millions)"
X.USCONST.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education only, constant US$ (millions)"
X.USCONST.3.FSGOV,"Government expenditure on upper secondary education, constant US$ (millions)"
X.USCONST.4.FSGOV,"Government expenditure on post-secondary non-tertiary education, constant US$ (millions)"
X.USCONST.5T8.FSGOV,"Government expenditure on tertiary education, constant US$ (millions)"
X.USCONST.FSGOV,"Government expenditure on education, constant US$ (millions)"
X.USCONST.UK.FSGOV,"Government expenditure on education not specified by level, constant US$ (millions)"
XGDP.02.FSGOV,"Government expenditure on pre-primary education as a percentage of GDP (%)"
XGDP.1.FSGOV,"Government expenditure on primary education as a percentage of GDP (%)"
XGDP.2.FSGOV,"Government expenditure on lower secondary education as a percentage of GDP (%)"
XGDP.2T3.FSGOV,"Government expenditure on secondary education as a percentage of GDP (%)"
XGDP.2T4.V.FSGOV,"Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)"
XGDP.3.FSGOV,"Government expenditure on upper secondary education as a percentage of GDP (%)"
XGDP.4.FSGOV,"Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)"
XGDP.5T8.FSGOV,"Government expenditure on tertiary education as a percentage of GDP (%)"
XSPENDP.02.FDPUB.FNCAP,"Capital expenditure as a percentage of total expenditure in pre-primary public institutions (%)"
XSPENDP.02.FDPUB.FNCUR,"Current expenditure as a percentage of total expenditure in pre-primary public institutions (%)"
XSPENDP.02.FDPUB.FNNONS,"Current expenditure other than staff compensation as a percentage of total expenditure in pre-primary public institutions (%)"
XSPENDP.02.FDPUB.FNNTS,"Non-teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%)"
XSPENDP.02.FDPUB.FNS,"All staff compensation as a percentage of total expenditure in pre-primary public institutions (%)"
XSPENDP.02.FDPUB.FNTS,"Teaching staff compensation as a percentage of total expenditure in pre-primary public institutions (%)"
XSPENDP.1.FDPUB.FNBOOKS,"Expenditure on school books and teaching material as % of total expenditure in primary public institutions (%)"
XSPENDP.1.FDPUB.FNCAP,"Capital expenditure as a percentage of total expenditure in primary public institutions (%)"
XSPENDP.1.FDPUB.FNCUR,"Current expenditure as a percentage of total expenditure in primary public institutions (%)"
XSPENDP.1.FDPUB.FNNONS,"Current expenditure other than staff compensation as a percentage of total expenditure in primary public institutions (%)"
XSPENDP.1.FDPUB.FNNTS,"Non-teaching staff compensation as a percentage of total expenditure in primary public institutions (%)"
XSPENDP.1.FDPUB.FNS,"All staff compensation as a percentage of total expenditure in primary public institutions (%)"
XSPENDP.1.FDPUB.FNTS,"Teaching staff compensation as a percentage of total expenditure in primary public institutions (%)"
XSPENDP.2.FDPUB.FNCAP,"Capital expenditure as a percentage of total expenditure in lower secondary public institutions (%)"
XSPENDP.2.FDPUB.FNCUR,"Current expenditure as a percentage of total expenditure in lower secondary public institutions (%)"
XSPENDP.2.FDPUB.FNNONS,"Current expenditure other than staff compensation as a percentage of total expenditure in lower secondary public institutions (%)"
